PDR Number,Date Received,Type,Item Requested,Person Received,Date due,Date Complete,Request Source
P2015-5211,8/17/2015,PDR,RECORDS,EMAIL,9/30/2015,Individual,
P2015-5212,8/17/2015,PDR,DOCUMENTS,MAIL,10/7/2015,Individual,
P2015-5209,8/18/2015,PDR,ALL 2015 REPORTS,EMAIL,8/24/2015,Attorney,
P2015-5213,8/18/2015,PDR,08-48452,MAIL,8/23/2015,Individual,
P2015-5214,8/18/2015,PDR,-,EMAIL,8/20/2015,Individual,
P2015-5215,8/18/2015,PDR,15-46720,EMAIL,8/23/2015,Attorney,
P2015-5216,8/18/2015,PDR,15-204122,EMAIL,8/24/2015,Attorney,
P2015-5217,8/18/2015,PDR,ALL 911 CALLS / INCIDENT REPORTS,EMAIL,8/31/2015,Attorney,
P2015-5218,8/18/2015,PDR,15-206700,EMAIL,11/1/2015,Attorney,
P2015-5219,8/18/2015,PDR,14-321867,EMAIL,8/24/2015,Individual,
P2015-5220,8/18/2015,PDR,CERTIFICATE OF CONSTRUCTION,EMAIL,10/28/2015,Attorney,
P2015-5221,8/19/2015,PDR,15-263402,EMAIL,8/26/2015,Individual,
P2015-5222,8/19/2015,PDR,12-215374,EMAIL,8/24/2015,Individual,
P2015-5223,8/19/2015,PDR,15-283372; 15-260560 ; 15-268357,EMAIL,9/30/2015,Individual,
P2015-5224,8/19/2015,PDR,15-237392,FAX,9/20/2015,Attorney,
P2015-5225,8/19/2015,PDR,15-259258,COUNTER,8/23/2015,Individual,
P2015-5226,8/19/2015,PDR,15-52227,COUNTER,8/23/2015,Attorney,
P2015-5227,8/19/2015,PDR,03-561120,COUNTER,8/23/2015,Individual,
P2015-5228,8/19/2015,PDR,"13-427877, 11-139019",EMAIL,9/18/2015,Individual,
P2015-5229,8/19/2015,PDR,"08-405622, 09-123776, 09-147997",EMAIL,-,Individual,
P2015-5230,8/19/2015,PDR,14-249199,EMAIL,9/17/2015,Individual,
P2015-5231,8/19/2015,PDR,ALL REPORTS,EMAIL,10/6/2015,Individual,
P2015-5232,8/19/2015,PDR,ALL REPORTS,EMAIL,10/5/2015,Attorney,
P2015-5233,8/19/2015,PDR,15-285767,COUNTER,10/7/2015,Individual,
P2015-5234,8/19/2015,PDR,15-1046,COUNTER,9/18/2015,Individual,
P2015-5235,8/19/2015,PDR,STATS,MAIL,9/24/2015,Individual,
P2015-5238,8/19/2015,PDR,"09-320426, 10-14823",EMAIL,9/14/2015,Individual,
P2015-5239,8/19/2015,PDR,15-259129,EMAIL,9/18/2015,Individual,
P2015-5316,8/19/2015,PDR,ALL VIDEO,EMAIL,10/20/2015,Individual,
P2015-5236,8/20/2015,PDR,INCIDENT REPORT,EMAIL,10/6/2015,Individual,
P2015-5237,8/20/2015,PDR,13-460379,EMAIL,10/9/2015,Attorney,
P2015-5240,8/20/2015,PDR,VIDEO,EMAIL,10/15/2015,Media,
P2015-5241,8/20/2015,PDR,INCIDENT REPORT,FAX,10/8/2015,Individual,
P2015-5242,8/20/2015,PDR,15-271052,EMAIL,8/25/2015,Media,
P2015-5243,8/20/2015,PDR,07-288789,EMAIL,9/18/2015,Individual,
P2015-5244,8/20/2015,PDR,15-17304,EMAIL,8/24/2015,Attorney,
P2015-5245,8/20/2015,PDR,14-351091,MAIL,8/27/2015,Attorney,
P2015-5246,8/20/2015,PDR,15-270697,MAIL,8/24/2015,Attorney,
P2015-5247,8/20/2015,PDR,15-43167,EMAIL,8/25/2015,Individual,
P2015-5248,8/20/2015,PDR,CFS,EMAIL,10/5/2015,Attorney,
P2015-5249,8/20/2015,PDR,REPORTS,EMAIL,9/9/2015,Media,
P2015-5250,8/20/2015,PDR,ALL COMPLAINTS,EMAIL,-,Individual,
P2015-5251,8/20/2015,PDR,15-283701,EMAIL,10/27/2015,Attorney,
P2015-5252,8/20/2015,PDR,15-289024,EMAIL,10/15/2015,Individual,
P2015-5272,8/20/2015,PDR,2015-205063,EMAIL,11/6/2015,Attorney,
P2015-5273,8/20/2015,PDR,14-295233,COUNTER,10/1/2015,Individual,
P215-5271,8/20/2015,PDR,11-139019,EMAIL,8/25/2015,Individual,
P2015-5253,8/21/2015,PDR,15-92744,MAIL,10/9/2015,Attorney,
P2015-5254,8/21/2015,PDR,15-124576,MAIL,10/9/2015,Individual,
P2015-5255,8/21/2015,PDR,15-234130,COUNTER,8/25/2015,Individual,
P2015-5256,8/21/2015,PDR,"15-115829, 15-112579",COUNTER,8/28/2015,Individual,
P2015-5257,8/21/2015,PDR,15-275928,EMAIL,8/28/2015,Individual,
P2015-5258,8/21/2015,PDR,15-286508,EMAIL,8/28/2015,Individual,
P2015-5259,8/21/2015,PDR,15-273726,EMAIL,8/28/2015,Individual,
P2015-5260,8/21/2015,PDR,14-215332,EMAIL,8/28/2015,Individual,
P2015-5261,8/21/2015,PDR,14-409803,EMAIL,9/14/2015,Attorney,
P2015-5262,8/21/2015,PDR,15-269942,EMAIL,8/28/2015,Attorney,
P2015-5263,8/21/2015,PDR,15-260739,EMAIL,8/28/2015,Individual,
P2015-5264,8/21/2015,PDR,09-136653,EMAIL,8/28/2015,Individual,
P2015-5265,8/21/2015,PDR,11-304692,EMAIL,8/28/2015,Attorney,
P2015-5266,8/21/2015,PDR,14-82804,EMAIL,9/21/2015,Attorney,
P2015-5267,8/21/2015,PDR,15-266844,EMAIL,9/11/2015,Attorney,
P2015-5274,8/21/2015,PDR,15-288077,EMAIL,9/24/2015,Individual,
P2015-5297,8/21/2015,PDR,15-284774,PHONE,10/6/2015,Individual,
P2015-5359,8/21/2015,PDR,DOCUMENTS,EMAIL,8/28/2015,Individual,
P2015-5268,8/24/2015,PDR,POLICE REPORT,EMAIL,8/30/2015,Media,
P2015-5269,8/24/2015,PDR,DOCUMENTS,EMAIL,10/7/2015,Media,
P2015-5270,8/24/2015,PDR,15-254961,EMAIL,9/9/2015,Attorney,
P2015-5275,8/24/2015,PDR,ALL REPORTS/ FOLLOWUPS,FAX,11/10/2015,Individual,
P2015-5276,8/24/2015,PDR,PHOTOS AND PTCR,FAX,8/30/2015,Attorney,
P2015-5277,8/24/2015,PDR,15-270297,COUNTER,10/13/2015,Individual,
P2015-5278,8/24/2015,PDR,15-241458,COUNTER,9/1/2015,Individual,
P2015-5279,8/24/2015,PDR,13-117360,COUNTER,8/30/2015,Individual,
P2015-5280,8/24/2015,PDR,15-294493,EMAIL,8/25/2015,Individual,
P2015-5281,8/24/2015,PDR,15-279973,MAIL,9/23/2015,Attorney,
P2015-5282,8/24/2015,PDR,14-97452,EMAIL,-,Media,
P2015-5283,8/24/2015,PDR,15-294767,COUNTER,8/31/2015,Individual,
P2015-5284,8/24/2015,PDR,CIT# 701692634,EMAIL,8/30/2015,Individual,
P2015-5288,8/24/2015,PDR,14-148788,EMAIL,8/30/2015,Attorney,
P2015-5289,8/24/2015,PDR,COMPLETE FILE,EMAIL,10/5/2015,Individual,
P2015-5290,8/24/2015,PDR,15-279017,EMAIL,10/4/2015,Attorney,
P2015-5294,8/24/2015,PDR,EXPENSE RECORDS,EMAIL,10/14/2015,Individual,
P2015-5285,8/25/2015,PDR,ICV,EMAIL,-,Individual,
P2015-5286,8/25/2015,PDR,ICV,EMAIL,-,Individual,
P2015-5291,8/25/2015,PDR,ALL EMAILS,EMAIL,8/26/2015,Individual,
P2015-5292,8/25/2015,PDR,black notebook,EMAIL,8/26/2015,Individual,
P2015-5293,8/25/2015,PDR,15-292628,EMAIL,10/19/2015,Individual,
P2015-5295,8/25/2015,PDR,15-269902,EMAIL,9/6/2015,Individual,
P2015-5296,8/25/2015,PDR,ALL VIDEO/AUDIO,EMAIL,9/6/2015,Media,
P2015-5298,8/25/2015,PDR,14-417105,MAIL,8/30/2015,Individual,
P2015-5299,8/25/2015,PDR,"911 CALLS, ICV",COUNTER,10/21/2015,Individual,
P2015-5300,8/25/2015,PDR,"INCIDENT REPORT, FOLLOW-UP",COUNTER,8/31/2015,Individual,
P2015-5301,8/25/2015,PDR,ALL TRAFFIC REPORTS,FAX,9/2/2015,Individual,
P2015-5302,8/25/2015,PDR,"ALL 911 CALLS, ICV, REPORTS",MAIL,10/4/2015,Attorney,
P2015-5303,8/25/2015,PDR,"INCIDENT REPORTS, 911 CALLS",FAX,9/1/2015,Attorney,
P2015-5304,8/25/2015,PDR,INCIDENT REPORT,MAIL,8/30/2015,Inmate,
P2015-5305,8/25/2015,PDR,CFS,COUNTER,10/12/2015,Individual,
P2015-5306,8/25/2015,PDR,15-2659,FAX,9/6/2015,Attorney,
P2015-5307,8/25/2015,PDR,ICV,EMAIL,-,Individual,
P2015-5308,8/25/2015,PDR,ICV,EMAIL,-,Individual,
P2015-5309,8/25/2015,PDR,15-182016,EMAIL,8/30/2015,Individual,
P2015-5310,8/25/2015,PDR,"15-8263, 15-8063",EMAIL,8/30/2015,Attorney,
P2015-5311,8/25/2015,PDR,15-253096,EMAIL,9/28/2015,Attorney,
P2015-5312,8/25/2015,PDR,05-436798,EMAIL,8/30/2015,Attorney,
P2015-5313,8/25/2015,PDR,ALL INCIDENT REPORT/ARREST REPORTS,EMAIL,8/30/2015,Attorney,
P2015-5319,8/25/2015,PDR,2012 CONSENT DECREE,MAIL,8/30/2015,Inmate,
P2015-5320,8/25/2015,PDR,DOCUMENTS,EMAIL,9/25/2015,Individual,
P2015-5403,8/25/2015,PDR,15-166510,EMAIL,9/8/2015,Attorney,
P2015-5314,8/26/2015,PDR,15-292074,EMAIL,10/7/2015,Attorney,
P2015-5315,8/26/2015,PDR,15-287171,EMAIL,9/17/2015,Individual,
P2015-5317,8/26/2015,PDR,12-154534,EMAIL,9/17/2015,Attorney,
P2015-5318,8/26/2015,PDR,15-55193,EMAIL,9/22/2015,Attorney,
P2015-5321,8/26/2015,PDR,15-156031,EMAIL,9/14/2015,Individual,
P2015-5322,8/26/2015,PDR,911 CALLS,EMAIL,9/2/2015,Attorney,
P2015-5323,8/26/2015,PDR,AUDIO & CAD,EMAIL,9/2/2015,Individual,
P2015-5324,8/26/2015,PDR,14-267333,EMAIL,11/9/2015,Attorney,
P2015-5325,8/26/2015,PDR,08-137248,COUNTER,9/14/2015,Individual,
P2015-5326,8/26/2015,PDR,INCIDENT REPORTS,COUNTER,11/11/2015,Individual,
P2015-5327,8/26/2015,PDR,15-290936,COUNTER,10/13/2015,Individual,
P2015-5328,8/26/2015,PDR,15-293956,EMAIL,11/2/2015,Attorney,
P2015-5329,8/26/2015,PDR,12 INCIDENT REPORT,EMAIL,10/8/2015,Attorney,
P2015-5330,8/26/2015,PDR,"INCIDENT REPORT, 911 CALL, ICV",EMAIL,-,Media,
P2015-5331,8/26/2015,PDR,INCIDENT REPORT,EMAIL,11/6/2015,Attorney,
P2015-5332,8/26/2015,PDR,15-286295,FAX,8/30/2015,Individual,
P2015-5333,8/26/2015,PDR,15-123064,FAX,9/22/2015,Attorney,
P2015-5334,8/26/2015,PDR,15-263402,FAX,8/30/2015,Attorney,
P2015-5335,8/26/2015,PDR,15-286419,COUNTER,9/14/2015,Individual,
P2015-5336,8/26/2015,PDR,"15-293591, 15-292945, 15-293538",COUNTER,10/6/2015,Individual,
P2015-5337,8/27/2015,PDR,14-395557,COUNTER,9/3/2015,Individual,
P2015-5338,8/27/2015,PDR,14-417105,MAIL,-,Individual,
P2015-5339,8/27/2015,PDR,14-417105,MAIL,11/12/2015,Individual,
P2015-5340,8/27/2015,PDR,14-155941,MAIL,10/26/2015,Attorney,
P2015-5341,8/27/2015,PDR,15-218622,FAX,10/19/2015,Attorney,
P2015-5342,8/27/2015,PDR,COMPLAINTS,FAX,9/3/2015,Individual,
P2015-5343,8/27/2015,PDR,15-255826 & 15-257772,EMAIL,9/3/2015,Individual,
P2015-5344,8/27/2015,PDR,INCIDENT REPORT,EMAIL,10/28/2015,Attorney,
P2015-5345,8/27/2015,PDR,INCIDENT REPORT,EMAIL,9/3/2015,Individual,
P2015-5346,8/27/2015,PDR,-,EMAIL,-,Individual,
P2015-5347,8/27/2015,PDR,911 CALL,EMAIL,9/21/2015,Individual,
P2015-5348,8/27/2015,PDR,15-278838,EMAIL,9/3/2015,Individual,
P2015-5349,8/27/2015,PDR,15-268557,EMAIL,9/3/2015,Individual,
P2015-5350,8/27/2015,PDR,ALL REPORTS,EMAIL,10/1/2015,Attorney,
P2015-5351,8/27/2015,PDR,OPA #15-0160,EMAIL,10/26/2015,Media,
P2015-5352,8/27/2015,PDR,VIDEO,EMAIL,10/7/2015,Media,
P2015-5353,8/27/2015,PDR,OPA #2015-0160,EMAIL,10/23/2015,Media,
P2015-5354,8/27/2015,PDR,OPA #2015-0160,EMAIL,10/26/2015,Media,
P2015-5355,8/27/2015,PDR,TRAINING LIST,EMAIL,10/6/2015,Media,
P2015-5400,8/27/2015,PDR,AGREEMENTS,MAIL,10/21/2015,Individual,
P2015-5356,8/28/2015,PDR,ALL REPORTS & VIDEO,EMAIL,-,Attorney,
P2015-5357,8/28/2015,PDR,INCIDENT REPORT & FOLLOW-UP,EMAIL,9/25/2015,Individual,
P2015-5358,8/28/2015,PDR,4 ICV,EMAIL,-,Individual,
P2015-5360,8/28/2015,PDR,ICV,EMAIL,-,Individual,
P2015-5361,8/28/2015,PDR,ICV,EMAIL,-,Individual,
P2015-5362,8/28/2015,PDR,ICV,EMAIL,-,Individual,
P2015-5363,8/28/2015,PDR,IN CAR VIDEO,EMAIL,-,Individual,
P2015-5364,8/28/2015,PDR,IN CAR VIDEOS,EMAIL,-,Individual,
P2015-5365,8/28/2015,PDR,CIT 702533274,EMAIL,9/4/2015,Individual,
P2015-5366,8/28/2015,PDR,"14-329211N 14-344105, 14-305685",EMAIL,9/25/2015,Attorney,
P2015-5367,8/28/2015,PDR,15-297565,EMAIL,9/4/2015,Individual,
P2015-5368,8/28/2015,PDR,-,EMAIL,9/11/2015,Individual,
P2015-5369,8/28/2015,PDR,15-298845,EMAIL,9/17/2015,Individual,
P2015-5370,8/28/2015,PDR,15-299936,FAX,9/21/2015,Individual,
P2015-5371,8/28/2015,PDR,13-423885,MAIL,10/9/2015,Attorney,
P2015-5372,8/28/2015,PDR,ALL POLICE REPORTS,MAIL,-,Attorney,
P2015-5373,8/28/2015,PDR,15-293429,EMAIL,9/10/2015,Individual,
P2015-5374,8/28/2015,PDR,15-245933,MAIL,9/4/2015,Individual,
P2015-5375,8/28/2015,PDR,15-299116,COUNTER,9/4/2015,Individual,
P2015-5396,8/28/2015,PDR,ALL EMAILS,EMAIL,10/1/2015,Individual,
P2015-5406,8/28/2015,PDR,15-244463,EMAIL,9/10/2015,Attorney,
P2015-5376,8/31/2015,PDR,ALL 2015 RECORDS,EMAIL,9/6/2015,Individual,
P2015-5377,8/31/2015,PDR,15-224493,EMAIL,9/6/2015,Individual,
P2015-5378,8/31/2015,PDR,15-282911,EMAIL,9/10/2015,Individual,
P2015-5379,8/31/2015,PDR,15-256334,MAIL,11/15/2015,Attorney,
P2015-5380,8/31/2015,PDR,"15-294328 , 15-297558",FAX,9/6/2015,Individual,
P2015-5381,8/31/2015,PDR,15-289589,FAX,9/20/2015,Attorney,
P2015-5382,8/31/2015,PDR,ALL INCIDENTS,FAX,-,Attorney,
P2015-5383,8/31/2015,PDR,02-222966,MAIL,9/6/2015,Attorney,
P2015-5384,8/31/2015,PDR,15-29984,MAIL,-,Individual,
P2015-5385,8/31/2015,PDR,15-206335,EMAIL,9/6/2015,Individual,
P2015-5386,8/31/2015,PDR,"INCIDENT REPORT, 911 CALL, ICV, FOLLOW-UP",EMAIL,-,Attorney,
P2015-5387,8/31/2015,PDR,12-151694,EMAIL,10/18/2015,Individual,
P2015-5388,8/31/2015,PDR,15-109405,EMAIL,9/6/2015,Attorney,
P2015-5389,8/31/2015,PDR,15-269472,EMAIL,9/6/2015,Individual,
P2015-5390,8/31/2015,PDR,15-269472,EMAIL,9/6/2015,Individual,
P2015-5391,8/31/2015,PDR,15-269472,EMAIL,9/13/2015,Individual,
P2015-5392,8/31/2015,PDR,15-269472,EMAIL,9/6/2015,Individual,
P2015-5393,8/31/2015,PDR,"INCIDENT REPORT, 911 CALL, FOLLOW UP",EMAIL,9/22/2015,Attorney,
P2015-5394,8/31/2015,PDR,15-245216,FAX,11/9/2015,Attorney,
P2015-5395,8/31/2015,PDR,INFORMATION,EMAIL,10/18/2015,Individual,
P2015-5397,8/31/2015,PDR,15-235635,EMAIL,-,Attorney,
P2015-5398,8/31/2015,PDR,15-113006,EMAIL,9/13/2015,Attorney,
P2015-5399,8/31/2015,PDR,NUMBER OF ARREST,EMAIL,-,Media,
P2015-5401,8/31/2015,PDR,ALL EMAILS,EMAIL,-,Individual,
P2015-5402,8/31/2015,PDR,15-293874,EMAIL,9/6/2015,Individual,
P2015-5405,8/31/2015,PDR,15-300147,EMAIL,9/7/2015,Individual,
P2015-5404,9/1/2015,PDR,15-284782,EMAIL,9/18/2015,Individual,
P2015-5407,9/1/2015,PDR,14-222942,EMAIL,-,Individual,
P2015-5408,9/1/2015,PDR,IN CAR VIDEOS,EMAIL,-,Individual,
P2015-5409,9/1/2015,PDR,-,EMAIL,9/6/2015,Individual,
P2015-5410,9/1/2015,PDR,15-305199,EMAIL,9/20/2015,Media,
P2015-5411,9/1/2015,PDR,911 CALL,EMAIL,10/18/2015,Attorney,
P2015-5412,9/1/2015,PDR,07-83287; 09-85178,EMAIL,10/5/2015,Individual,
P2015-5413,9/1/2015,PDR,INCIDENT REPORTS,COUNTER,-,Individual,
P2015-5414,9/1/2015,PDR,ALL TRAFFIC ACCIDENTS,FAX,-,Individual,
P2015-5415,9/1/2015,PDR,15-260729,EMAIL,9/6/2015,Agency,
P2015-5416,9/1/2015,PDR,15-266844,MAIL,10/6/2015,Attorney,
P2015-5417,9/1/2015,PDR,ALL REPORTS,COUNTER,-,Individual,
P2015-5418,9/1/2015,PDR,CASE FILE,COUNTER,10/7/2015,Individual,
P2015-5419,9/1/2015,PDR,15-282889,EMAIL,9/13/2015,Individual,
P2015-5420,9/1/2015,PDR,ALL INCIDENT REPORT,EMAIL,9/6/2015,Individual,
P2015-5421,9/1/2015,PDR,15-291215,EMAIL,10/4/2015,Individual,
P2015-5422,9/1/2015,PDR,15-45789,EMAIL,9/4/2015,Attorney,
P2015-5423,9/1/2015,PDR,BAC VIDEO,EMAIL,9/23/2015,Attorney,
P2015-5424,9/1/2015,PDR,ICV,EMAIL,-,Individual,
P2015-5425,9/1/2015,PDR,ICV,EMAIL,10/24/2015,Individual,
P2015-5482,9/1/2015,PDR,PARKING VIOLATIONS,EMAIL,9/18/2015,Media,
P2015-5426,9/2/2015,PDR,COMPLETE FILE,EMAIL,10/15/2015,Individual,
P2015-5427,9/2/2015,PDR,COMPLETE FILE,EMAIL,10/20/2015,Individual,
P2015-5428,9/2/2015,PDR,COMPLETE FILE,EMAIL,10/20/2015,Individual,
P2015-5429,9/2/2015,PDR,COMPLETE FILE,EMAIL,10/20/2015,Individual,
P2015-5430,9/2/2015,PDR,COMPLETE FILE,EMAIL,10/23/2015,Individual,
P2015-5431,9/2/2015,PDR,COMPLETE FILE,EMAIL,10/27/2015,Individual,
P2015-5432,9/2/2015,PDR,15-232690,EMAIL,-,Media,
P2015-5433,9/2/2015,PDR,ALL RECORDS,EMAIL,11/2/2015,Individual,
P2015-5434,9/2/2015,PDR,15-199330,MAIL,9/6/2015,Individual,
P2015-5435,9/2/2015,PDR,08-225652,EMAIL,9/6/2015,Attorney,
P2015-5436,9/2/2015,PDR,15-253924,EMAIL,-,Attorney,
P2015-5437,9/2/2015,PDR,CFS,EMAIL,-,Individual,
P2015-5438,9/2/2015,PDR,09-108724,EMAIL,9/6/2015,Individual,
P2015-5439,9/2/2015,PDR,15-285315,EMAIL,-,Attorney,
P2015-5440,9/2/2015,PDR,14-288179,EMAIL,9/6/2015,Attorney,
P2015-5441,9/2/2015,PDR,ALL REPORT,EMAIL,9/6/2015,Attorney,
P2015-5442,9/2/2015,PDR,ANY / ALL DOCUMENTS,EMAIL,9/6/2015,Attorney,
P2015-5443,9/2/2015,PDR,"92-002119, 92-121531",EMAIL,9/10/2015,Attorney,
P2015-5444,9/2/2015,PDR,15-283293,EMAIL,-,Individual,
P2015-5445,9/2/2015,PDR,DOCUMENTS,EMAIL,-,Individual,
P2015-5446,9/2/2015,PDR,INCIDENT REPORT,EMAIL,10/23/2015,Individual,
P2015-5447,9/2/2015,PDR,"INCIDENT REPORT, PHOTOS",EMAIL,10/29/2015,Attorney,
P2015-5448,9/2/2015,PDR,CFS,EMAIL,-,Individual,
P2015-5449,9/2/2015,PDR,15-106411,EMAIL,10/8/2015,Attorney,
P2015-5450,9/2/2015,PDR,15-244463,FAX,9/10/2015,Attorney,
P2015-5451,9/2/2015,PDR,15-303375,EMAIL,9/10/2015,Individual,
P2015-5452,9/2/2015,PDR,13-213272,COUNTER,9/10/2015,Attorney,
P2015-5453,9/2/2015,PDR,98-254270,EMAIL,9/10/2015,Attorney,
P2015-5454,9/2/2015,PDR,96-563169,EMAIL,9/10/2015,Individual,
P2015-5455,9/2/2015,PDR,RECORDS,EMAIL,10/1/2015,Attorney,
P2015-5456,9/3/2015,PDR,ALL ARREST RECORDS,COUNTER,10/6/2015,Individual,
P2015-5457,9/3/2015,PDR,15-306992,COUNTER,10/9/2015,Individual,
P2015-5458,9/3/2015,PDR,CASE 203497130,MAIL,9/11/2015,Attorney,
P2015-5459,9/3/2015,PDR,"15-155569, 15-146598",COUNTER,9/11/2015,Individual,
P2015-5460,9/3/2015,PDR,15-283938,EMAIL,10/9/2015,Attorney,
P2015-5461,9/3/2015,PDR,15-305548,EMAIL,-,Individual,
P2015-5462,9/3/2015,PDR,15-307832,EMAIL,-,Attorney,
P2015-5463,9/3/2015,PDR,2014-75412,EMAIL,9/11/2015,Individual,
P2015-5464,9/3/2015,PDR,15-254933,EMAIL,9/10/2015,Individual,
P2015-5465,9/3/2015,PDR,15-20087,EMAIL,9/11/2015,Individual,
P2015-5466,9/3/2015,PDR,CFS,EMAIL,11/13/2015,Media,
P2015-5467,9/3/2015,PDR,15-297577,EMAIL,9/11/2015,Individual,
P2015-5468,9/3/2015,PDR,15-125392,EMAIL,9/11/2015,Individual,
P2015-5469,9/3/2015,PDR,ALL REPORTS,EMAIL,-,Individual,
P2015-5470,9/3/2015,PDR,CFS,EMAIL,9/25/2015,Individual,
P2015-5471,9/3/2015,PDR,15-306806,EMAIL,10/13/2015,Attorney,
P2015-5472,9/3/2015,PDR,15-249912,EMAIL,9/11/2015,Attorney,
P2015-5473,9/3/2015,PDR,"95-42861, 95-243615",EMAIL,9/11/2015,Attorney,
P2015-5483,9/3/2015,PDR,WSPTCRS,EMAIL,10/30/2015,Attorney,
P2015-5474,9/4/2015,PDR,15-295594,MAIL,9/11/2015,Individual,
P2015-5475,9/4/2015,PDR,15-267428,FAX,11/2/2015,Attorney,
P2015-5476,9/4/2015,PDR,00-482683,COUNTER,10/19/2015,Individual,
P2015-5477,9/4/2015,PDR,14-299948,MAIL,9/14/2015,Attorney,
P2015-5478,9/4/2015,PDR,14-313544,EMAIL,10/28/2015,Individual,
P2015-5479,9/4/2015,PDR,15-303048,EMAIL,10/5/2015,Attorney,
P2015-5480,9/4/2015,PDR,15-303348,EMAIL,9/14/2015,Individual,
P2015-5481,9/4/2015,PDR,15-92886,EMAIL,10/5/2015,Individual,
P2015-5484,9/4/2015,PDR,ALL REPORTS,MAIL,9/16/2015,Attorney,
P2015-5485,9/4/2015,PDR,INCIDENT REPORT,EMAIL,11/5/2015,Individual,
P2015-5486,9/4/2015,PDR,INCIDENT REPORT / FOLLOW-UP,EMAIL,9/14/2015,Attorney,
P2015-5487,9/4/2015,PDR,15-265069,EMAIL,-,Attorney,
P2015-5488,9/4/2015,PDR,15-251694,EMAIL,9/14/2015,Individual,
P2015-5508,9/4/2015,PDR,ALL RECORDS,EMAIL,10/7/2015,Attorney,
P2015-5489,9/8/2015,PDR,7 INCIDENTS AT HOOKAH BARS,EMAIL,9/20/2015,Individual,
P2015-5490,9/8/2015,PDR,ALL EMAILS,EMAIL,9/15/2015,Individual,
P2015-5491,9/8/2015,PDR,LIST OF FATAL SHOOTING,EMAIL,-,Media,
P2015-5492,9/8/2015,PDR,"15-307894, 15-303506, 15-160926, 15-24706",EMAIL,-,Attorney,
P2015-5493,9/8/2015,PDR,12-362523,EMAIL,9/13/2015,Attorney,
P2015-5494,9/8/2015,PDR,15-304111,EMAIL,9/20/2015,Attorney,
P2015-5495,9/8/2015,PDR,15-198925,EMAIL,9/15/2015,Attorney,
P2015-5496,9/8/2015,PDR,15-313862,EMAIL,-,Media,
P2015-5497,9/8/2015,PDR,POLICE REPORTS,EMAIL,9/30/2015,Attorney,
P2015-5498,9/8/2015,PDR,ALL RECORDS,EMAIL,-,Attorney,
P2015-5499,9/8/2015,PDR,13-391058,EMAIL,9/27/2015,Individual,
P2015-5500,9/8/2015,PDR,15-238064,COUNTER,11/8/2015,Individual,
P2015-5501,9/8/2015,PDR,06-414353,COUNTER,9/30/2015,Individual,
P2015-5502,9/8/2015,PDR,15-296182,FAX,9/13/2015,Attorney,
P2015-5503,9/8/2015,PDR,15-306425,FAX,9/20/2015,Individual,
P2015-5504,9/8/2015,PDR,ALL RECORDS,MAIL,10/24/2015,Attorney,
P2015-5511,9/8/2015,PDR,FIREARMS TAKEN INTO CUSTODY,EMAIL,-,Individual,
P2015-5505,9/9/2015,PDR,15-46522,EMAIL,9/13/2015,Individual,
P2015-5506,9/9/2015,PDR,ICV,EMAIL,9/22/2015,Individual,
P2015-5507,9/9/2015,PDR,15-2794,EMAIL,9/16/2015,Individual,
P2015-5509,9/9/2015,PDR,15-311811,FAX,9/11/2015,Attorney,
P2015-5510,9/9/2015,PDR,14-328267,FAX,10/9/2015,Attorney,
P2015-5512,9/9/2015,PDR,Cabn Logs,EMAIL,9/10/2015,Individual,
P2015-5514,9/9/2015,PDR,15-312887,EMAIL,10/15/2015,Individual,
P2015-5515,9/9/2015,PDR,14-353534,EMAIL,-,Attorney,
P2015-5516,9/9/2015,PDR,ALL REPORTS,EMAIL,-,Individual,
P2015-5517,9/9/2015,PDR,INCIDENT REPORT,EMAIL,10/29/2015,Attorney,
P2015-5518,9/9/2015,PDR,14-328267,EMAIL,9/16/2015,Individual,
P2015-5519,9/9/2015,PDR,14-82804,EMAIL,9/13/2015,Individual,
P2015-5520,9/9/2015,PDR,15-213218,EMAIL,-,Attorney,
P2015-5521,9/9/2015,PDR,15-303408,EMAIL,10/28/2015,Attorney,
P2015-5522,9/9/2015,PDR,ALL REPORTS,EMAIL,10/30/2015,Individual,
P2015-5523,9/9/2015,PDR,-,EMAIL,9/13/2015,Individual,
P2015-5524,9/9/2015,PDR,15-43237,EMAIL,9/13/2015,Individual,
P2015-5525,9/9/2015,PDR,-,EMAIL,9/13/2015,Attorney,
P2015-5526,9/9/2015,PDR,15-294087,EMAIL,9/16/2015,Individual,
P2015-5527,9/9/2015,PDR,15-5173,EMAIL,9/16/2015,Individual,
P2015-5528,9/9/2015,PDR,15-312912,EMAIL,9/13/2015,Individual,
P2015-5529,9/9/2015,PDR,04-80978,EMAIL,9/24/2015,Individual,
P2015-5530,9/9/2015,PDR,15-258944,MAIL,10/19/2015,Attorney,
P2015-5531,9/9/2015,PDR,AUDIO/VIDEO,MAIL,10/29/2015,Attorney,
P2015-5513,9/10/2015,PDR,-,EMAIL,9/17/2015,Individual,
P2015-5532,9/10/2015,PDR,EMAILS & OPA,EMAIL,-,Media,
P2015-5533,9/10/2015,PDR,INCIDENT REPORT,EMAIL,10/29/2015,Attorney,
P2015-5534,9/10/2015,PDR,ALL INCIDENTS,EMAIL,-,Individual,
P2015-5535,9/10/2015,PDR,14-302702,EMAIL,-,Attorney,
